content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,tokens,clean_tokens,stemmed_tokens,final_text
ok bgt,5,0,,2022-07-22 15:46:03,,,"['ok', 'bgt']",[],[],
"kemana mana pake booster,ribet",4,0,1.3.2,2022-07-22 14:22:33,,,"['kemana', 'mana', 'pake', 'booster', ',', 'ribet']","['kemana', 'pake', 'booster', 'ribet']","['mana', 'pake', 'booster', 'ribet']",mana pake booster ribet
coolz..,5,1,,2022-07-22 12:43:44,,,"['coolz', '..']","['coolz', '..']","['coolz', '']",coolz 
aplikasi buatan pemerintah kaga ada yg bener buat ngabisin anggaran doang. ga berfungsi erorr terus masa udah masukin email ga bisa bisa hadeh,1,2,1.3.2,2022-07-22 12:30:36,"Halo Kak Gilang, terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya yang Anda alami. Untuk membantu kami memahami kendala yang Anda alami, mohon bantuan Anda untuk menginformasikan kendala yang dimaksud dengan menghubungi kami JakLingko Customer Care pada: Call Center : 021-30200111 WhatsApp : 081260001440",2024-02-22 13:05:43,"['aplikasi', 'buatan', 'pemerintah', 'kaga', 'ada', 'yg', 'bener', 'buat', 'ngabisin', 'anggaran', 'doang', '.', 'ga', 'berfungsi', 'erorr', 'terus', 'masa', 'udah', 'masukin', 'email', 'ga', 'bisa', 'bisa', 'hadeh']","['aplikasi', 'buatan', 'pemerintah', 'kaga', 'bener', 'ngabisin', 'anggaran', 'doang', 'berfungsi', 'erorr', 'masukin', 'email', 'hadeh']","['aplikasi', 'buat', 'perintah', 'kaga', 'bener', 'ngabisin', 'anggar', 'doang', 'fungsi', 'erorr', 'masukin', 'email', 'hadeh']",aplikasi buat perintah kaga bener ngabisin anggar doang fungsi erorr masukin email hadeh
gak bisa daftar sudah sejak 3 hari. edan!,1,0,1.3.2,2022-07-22 11:52:09,"Halo kak Muh Arief, terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya yang Anda alami. Untuk membantu kami memahami kendala yang Anda alami, mohon bantuan Anda untuk menginformasikan kendala yang dimaksud dengan menghubungi kami JakLingko Customer Care pada: Call Center : 021-30200111 WhatsApp : 081260001440",2024-02-22 13:06:54,"['gak', 'bisa', 'daftar', 'sudah', 'sejak', '3', 'hari', '.', 'edan', '!']","['daftar', '3', 'edan', '!']","['daftar', '3', 'edan', '']",daftar 3 edan 
loading terus !!!!!,1,0,1.3.2,2022-07-22 10:37:17,"Halo kak M Soleh, terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya yang Anda alami. Untuk membantu kami memahami kendala yang Anda alami, mohon bantuan Anda untuk menginformasikan kendala yang dimaksud dengan menghubungi kami JakLingko Customer Care pada: Call Center : 021-30200111 WhatsApp : 081260001440",2024-02-22 13:08:26,"['loading', 'terus', '!', '!', '!', '!', '!']","['loading', '!', '!', '!', '!', '!']","['loading', '', '', '', '', '']",loading     
"respon admin cuek,udah kerjaan nya kok males bales",1,0,1.3.2,2022-07-22 10:29:59,"Halo kak ASIKIN AJ, terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya yang Anda alami. Untuk membantu kami memahami kendala yang Anda alami, mohon bantuan Anda untuk menginformasikan kendala yang dimaksud dengan menghubungi kami JakLingko Customer Care pada: Call Center : 021-30200111 WhatsApp : 081260001440",2024-02-22 13:09:58,"['respon', 'admin', 'cuek', ',', 'udah', 'kerjaan', 'nya', 'kok', 'males', 'bales']","['respon', 'admin', 'cuek', 'kerjaan', 'males', 'bales']","['respon', 'admin', 'cuek', 'kerja', 'males', 'bales']",respon admin cuek kerja males bales
"baru bentaran tiket habis, sebelum nya server down mulu",5,0,1.3.2,2022-07-22 10:29:10,,,"['baru', 'bentaran', 'tiket', 'habis', ',', 'sebelum', 'nya', 'server', 'down', 'mulu']","['bentaran', 'tiket', 'habis', 'server', 'down']","['bentar', 'tiket', 'habis', 'server', 'down']",bentar tiket habis server down
buru lah buka lagi pemesanan tiket nye lama banget sih lo,1,0,1.3.2,2022-07-22 10:13:22,"Halo kak M. Rizal, terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya yang Anda alami. Untuk membantu kami memahami kendala yang Anda alami, mohon bantuan Anda untuk menginformasikan kendala yang dimaksud dengan menghubungi kami JakLingko Customer Care pada: Call Center : 021-30200111 WhatsApp : 081260001440",2024-02-22 13:11:10,"['buru', 'lah', 'buka', 'lagi', 'pemesanan', 'tiket', 'nye', 'lama', 'banget', 'sih', 'lo']","['buru', 'buka', 'pemesanan', 'tiket', 'nye', 'banget', 'lo']","['buru', 'buka', 'mesan', 'tiket', 'nye', 'banget', 'lo']",buru buka mesan tiket nye banget lo
lelet,1,0,1.3.2,2022-07-22 09:47:37,"Halo kak Novian, terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya yang Anda alami. Untuk membantu kami memahami kendala yang Anda alami, mohon bantuan Anda untuk menginformasikan kendala yang dimaksud dengan menghubungi kami JakLingko Customer Care pada: Call Center : 021-30200111 WhatsApp : 081260001440",2024-02-22 13:12:25,['lelet'],['lelet'],['lelet'],lelet
apk tolool,1,0,1.3.2,2022-07-22 09:43:20,"Halo kakAndrie Rifai terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-05-22 15:19:30,"['apk', 'tolool']","['apk', 'tolool']","['apk', 'tolool']",apk tolool
stak di regis kwkwkw,2,0,1.3.2,2022-07-22 09:18:20,"Halo kak Muhammad Rizky terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-06-12 14:42:43,"['stak', 'di', 'regis', 'kwkwkw']","['stak', 'regis', 'kwkwkw']","['stak', 'regis', 'kwkwkw']",stak regis kwkwkw
baru ada notifikasi bs beli tiket dari aplikasi pas cek tiketnya uda abis. . gembel... mending ga usa di kasi tau sekalian,1,1,1.3.2,2022-07-22 09:17:25,"Halo kak Kos Sunter20 terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-04-06 15:12:22,"['baru', 'ada', 'notifikasi', 'bs', 'beli', 'tiket', 'dari', 'aplikasi', 'pas', 'cek', 'tiketnya', 'uda', 'abis', '.', '.', 'gembel', '...', 'mending', 'ga', 'usa', 'di', 'kasi', 'tau', 'sekalian']","['notifikasi', 'bs', 'beli', 'tiket', 'aplikasi', 'pas', 'cek', 'tiketnya', 'uda', 'abis', 'gembel', '...', 'mending', 'usa', 'kasi', 'tau']","['notifikasi', 'bs', 'beli', 'tiket', 'aplikasi', 'pas', 'cek', 'tiket', 'uda', 'abis', 'gembel', '', 'mending', 'usa', 'kasi', 'tau']",notifikasi bs beli tiket aplikasi pas cek tiket uda abis gembel  mending usa kasi tau
lebih bagus jika ada rute mobil kecil jek lingko dan pos-posnya untuk mempermudah transportasi pengguna.,5,1,1.2.7,2022-07-22 08:58:40,,,"['lebih', 'bagus', 'jika', 'ada', 'rute', 'mobil', 'kecil', 'jek', 'lingko', 'dan', 'pos-posnya', 'untuk', 'mempermudah', 'transportasi', 'pengguna', '.']","['bagus', 'rute', 'mobil', 'jek', 'lingko', 'pos-posnya', 'mempermudah', 'transportasi', 'pengguna']","['bagus', 'rute', 'mobil', 'jek', 'lingko', 'pos', 'mudah', 'transportasi', 'guna']",bagus rute mobil jek lingko pos mudah transportasi guna
mantap,5,0,1.3.2,2022-07-22 08:22:43,,,['mantap'],['mantap'],['mantap'],mantap
bagus,5,0,1.3.2,2022-07-22 08:08:01,,,['bagus'],['bagus'],['bagus'],bagus
"ribet. dikasih notif lengkapi data, tapi mau masukin email aja susah.",1,0,1.3.2,2022-07-22 06:49:06,"Halo kak Rifky YM terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-04-06 15:11:20,"['ribet', '.', 'dikasih', 'notif', 'lengkapi', 'data', ',', 'tapi', 'mau', 'masukin', 'email', 'aja', 'susah', '.']","['ribet', 'dikasih', 'notif', 'lengkapi', 'data', 'masukin', 'email', 'susah']","['ribet', 'kasih', 'notif', 'lengkap', 'data', 'masukin', 'email', 'susah']",ribet kasih notif lengkap data masukin email susah
"lu yang error gwa yg rugiu taikkkkkkkkkk ga dapet tiket jis grgr lu bngstt apk terkutuk ga becus nanganin,grgr lu yg error gwa jadi korban rugiii",1,0,1.3.2,2022-07-22 06:08:58,"Halo kak Bangkit Dian Pamungkas terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-05-23 15:00:33,"['lu', 'yang', 'error', 'gwa', 'yg', 'rugiu', 'taikkkkkkkkkk', 'ga', 'dapet', 'tiket', 'jis', 'grgr', 'lu', 'bngstt', 'apk', 'terkutuk', 'ga', 'becus', 'nanganin', ',', 'grgr', 'lu', 'yg', 'error', 'gwa', 'jadi', 'korban', 'rugiii']","['lu', 'error', 'gwa', 'rugiu', 'taikkkkkkkkkk', 'dapet', 'tiket', 'jis', 'grgr', 'lu', 'bngstt', 'apk', 'terkutuk', 'becus', 'nanganin', 'grgr', 'lu', 'error', 'gwa', 'korban', 'rugiii']","['lu', 'error', 'gwa', 'rugiu', 'taikkkkkkkkkk', 'dapet', 'tiket', 'jis', 'grgr', 'lu', 'bngstt', 'apk', 'kutuk', 'becus', 'nanganin', 'grgr', 'lu', 'error', 'gwa', 'korban', 'rugiii']",lu error gwa rugiu taikkkkkkkkkk dapet tiket jis grgr lu bngstt apk kutuk becus nanganin grgr lu error gwa korban rugiii
"saya mau update data aja susah, parah sih",1,0,1.3.2,2022-07-22 06:02:49,"Halo kak Dwi Fahmi Al Fiqri terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-05-04 14:36:05,"['saya', 'mau', 'update', 'data', 'aja', 'susah', ',', 'parah', 'sih']","['update', 'data', 'susah', 'parah']","['update', 'data', 'susah', 'parah']",update data susah parah
gabisa isi email,1,1,1.3.2,2022-07-22 05:52:13,"Halo kak Nunung Yuniarni terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-05-23 15:01:05,"['gabisa', 'isi', 'email']","['gabisa', 'isi', 'email']","['gabisa', 'isi', 'email']",gabisa isi email
"aplikasi asu,,ngebug terus otp ga pernah masuk,nge klik ga bisa bisa,,kuprett emang",1,1,1.3.2,2022-07-22 05:35:16,"Halo kak Wildan Mohammad terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-04-06 15:10:37,"['aplikasi', 'asu', ',', ',ngebug', 'terus', 'otp', 'ga', 'pernah', 'masuk', ',', 'nge', 'klik', 'ga', 'bisa', 'bisa', ',', ',kuprett', 'emang']","['aplikasi', 'asu', ',ngebug', 'otp', 'masuk', 'nge', 'klik', ',kuprett', 'emang']","['aplikasi', 'asu', 'ngebug', 'otp', 'masuk', 'nge', 'klik', 'kuprett', 'emang']",aplikasi asu ngebug otp masuk nge klik kuprett emang
"cacat aplikasi nya, gabisa ngisi email selalu bermasalah, payah",1,1,1.3.2,2022-07-22 04:52:24,"Halo kak KaBar Terpopuler terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-04-10 14:54:06,"['cacat', 'aplikasi', 'nya', ',', 'gabisa', 'ngisi', 'email', 'selalu', 'bermasalah', ',', 'payah']","['cacat', 'aplikasi', 'gabisa', 'ngisi', 'email', 'bermasalah', 'payah']","['cacat', 'aplikasi', 'gabisa', 'ngisi', 'email', 'masalah', 'payah']",cacat aplikasi gabisa ngisi email masalah payah
kelamaan loading nya jadi gak kebagian ticket,1,0,,2022-07-22 04:27:56,"Halo kak Ci A terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-05-11 14:30:56,"['kelamaan', 'loading', 'nya', 'jadi', 'gak', 'kebagian', 'ticket']","['loading', 'kebagian', 'ticket']","['loading', 'bagi', 'ticket']",loading bagi ticket
kalau udah mau basis digital siapin bener bener deh development ny.. aplikasi masih blm stabil udh di open ke publik.. server nya aja sering overload.. sejauh ini .asih useless,1,6,1.3.2,2022-07-22 03:50:49,"Halo Kak dr 347, terima kasih telah menggunakan Aplikasi JakLingko. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi layanan kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-03-25 15:25:56,"['kalau', 'udah', 'mau', 'basis', 'digital', 'siapin', 'bener', 'bener', 'deh', 'development', 'ny', '..', 'aplikasi', 'masih', 'blm', 'stabil', 'udh', 'di', 'open', 'ke', 'publik', '..', 'server', 'nya', 'aja', 'sering', 'overload', '..', 'sejauh', 'ini', '.asih', 'useless']","['basis', 'digital', 'siapin', 'bener', 'bener', 'deh', 'development', 'ny', '..', 'aplikasi', 'blm', 'stabil', 'open', 'publik', '..', 'server', 'overload', '..', '.asih', 'useless']","['basis', 'digital', 'siapin', 'bener', 'bener', 'deh', 'development', 'ny', '', 'aplikasi', 'blm', 'stabil', 'open', 'publik', '', 'server', 'overload', '', 'asih', 'useless']",basis digital siapin bener bener deh development ny  aplikasi blm stabil open publik  server overload  asih useless
aplikasi lemot bngt,1,0,1.3.2,2022-07-22 03:46:21,"Halo kak Rizal Shobirin terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-05-24 15:23:48,"['aplikasi', 'lemot', 'bngt']","['aplikasi', 'lemot', 'bngt']","['aplikasi', 'lot', 'bngt']",aplikasi lot bngt
aplikasi payah dikit-dikit nge hank 👎🏼,1,0,1.3.2,2022-07-22 03:32:42,"Halo kak Sandi Raygita Bimbi terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-05-11 14:36:30,"['aplikasi', 'payah', 'dikit-dikit', 'nge', 'hank', '👎🏼']","['aplikasi', 'payah', 'dikit-dikit', 'nge', 'hank', '👎🏼']","['aplikasi', 'payah', 'dikit', 'nge', 'hank', '']",aplikasi payah dikit nge hank 
perlu ditingkatkan performanya,5,0,1.3.2,2022-07-22 03:26:26,,,"['perlu', 'ditingkatkan', 'performanya']","['ditingkatkan', 'performanya']","['tingkat', 'performa']",tingkat performa
mantabb,5,0,1.3.2,2022-07-22 03:13:02,,,['mantabb'],['mantabb'],['mantabb'],mantabb
hoax tiket nya ga,1,0,,2022-07-22 03:07:45,"Halo kak Hilmi Abdulah terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-05-24 15:25:10,"['hoax', 'tiket', 'nya', 'ga']","['hoax', 'tiket']","['hoax', 'tiket']",hoax tiket
mau update email gak bisa.,3,0,1.3.2,2022-07-22 02:49:59,,,"['mau', 'update', 'email', 'gak', 'bisa', '.']","['update', 'email']","['update', 'email']",update email
"apps nya cakep kok... udah beberapa kali pakai buat naik transportasi publik. yang bilang jelek cuma orang idiot aja, mungkin gaptek kali 😆",5,73,1.3.1,2022-07-22 02:07:19,,,"['apps', 'nya', 'cakep', 'kok', '...', 'udah', 'beberapa', 'kali', 'pakai', 'buat', 'naik', 'transportasi', 'publik', '.', 'yang', 'bilang', 'jelek', 'cuma', 'orang', 'idiot', 'aja', ',', 'mungkin', 'gaptek', 'kali', '😆']","['apps', 'cakep', '...', 'kali', 'pakai', 'transportasi', 'publik', 'bilang', 'jelek', 'orang', 'idiot', 'gaptek', 'kali', '😆']","['apps', 'cakep', '', 'kali', 'pakai', 'transportasi', 'publik', 'bilang', 'jelek', 'orang', 'idiot', 'gaptek', 'kali', '']",apps cakep  kali pakai transportasi publik bilang jelek orang idiot gaptek kali 
elahh servernya sampah bat,1,0,1.3.2,2022-07-22 01:59:11,"Halo kak Mochammad Averoes fasha terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-05-24 15:26:35,"['elahh', 'servernya', 'sampah', 'bat']","['elahh', 'servernya', 'sampah', 'bat']","['elahh', 'servernya', 'sampah', 'bat']",elahh servernya sampah bat
aplikasi butut.... login / daftar aja susah bener..,1,0,1.3.2,2022-07-22 01:58:11,"Halo kak Rahmat Kalijaga, terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya yang Anda alami. Untuk membantu kami memahami kendala yang Anda alami, mohon bantuan Anda untuk menginformasikan kendala yang dimaksud dengan menghubungi kami JakLingko Customer Care pada : WhatsApp : 081260001440",2024-04-16 14:42:07,"['aplikasi', 'butut', '....', 'login', '/', 'daftar', 'aja', 'susah', 'bener', '..']","['aplikasi', 'butut', '....', 'login', '/', 'daftar', 'susah', 'bener', '..']","['aplikasi', 'butut', '', 'login', '', 'daftar', 'susah', 'bener', '']",aplikasi butut  login  daftar susah bener 
"aplikasi nya gak jelas, setiap mau beli tiket selalu tidak bisa, tpi giliran di cek di hp lain bisa.",1,1,1.3.2,2022-07-22 01:16:17,"Halo kak Tawon Semok terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-03-25 15:41:48,"['aplikasi', 'nya', 'gak', 'jelas', ',', 'setiap', 'mau', 'beli', 'tiket', 'selalu', 'tidak', 'bisa', ',', 'tpi', 'giliran', 'di', 'cek', 'di', 'hp', 'lain', 'bisa', '.']","['aplikasi', 'beli', 'tiket', 'tpi', 'giliran', 'cek', 'hp']","['aplikasi', 'beli', 'tiket', 'tpi', 'gilir', 'cek', 'hp']",aplikasi beli tiket tpi gilir cek hp
"aplikasi nya sering eror tolong di perbaiki, mau pilih transportasi masa gk bisa pdhl udh isi saldo",1,0,1.3.2,2022-07-22 01:04:09,"Halo kak Yoga Irwanto terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-04-06 15:09:24,"['aplikasi', 'nya', 'sering', 'eror', 'tolong', 'di', 'perbaiki', ',', 'mau', 'pilih', 'transportasi', 'masa', 'gk', 'bisa', 'pdhl', 'udh', 'isi', 'saldo']","['aplikasi', 'eror', 'tolong', 'perbaiki', 'pilih', 'transportasi', 'pdhl', 'isi', 'saldo']","['aplikasi', 'eror', 'tolong', 'baik', 'pilih', 'transportasi', 'pdhl', 'isi', 'saldo']",aplikasi eror tolong baik pilih transportasi pdhl isi saldo
sangat bagus dan bermanfaat ada nya aplikasi jaklinko,5,0,1.3.2,2022-07-22 00:43:35,,,"['sangat', 'bagus', 'dan', 'bermanfaat', 'ada', 'nya', 'aplikasi', 'jaklinko']","['bagus', 'bermanfaat', 'aplikasi', 'jaklinko']","['bagus', 'manfaat', 'aplikasi', 'jaklinko']",bagus manfaat aplikasi jaklinko
"jaklingko bebenar2 sangat membsntu warha dkì, terima kasih jaklingko.",5,1,1.2.8,2022-07-21 20:00:09,,,"['jaklingko', 'bebenar2', 'sangat', 'membsntu', 'warha', 'dkì', ',', 'terima', 'kasih', 'jaklingko', '.']","['jaklingko', 'bebenar2', 'membsntu', 'warha', 'dkì', 'terima', 'kasih', 'jaklingko']","['jaklingko', 'bebenar2', 'membsntu', 'warha', 'dk', 'terima', 'kasih', 'jaklingko']",jaklingko bebenar2 membsntu warha dk terima kasih jaklingko
ok,5,0,1.3.2,2022-07-21 16:56:45,,,['ok'],[],[],
"loadingnya lama perbaikilah mau profesional tapi ga mampu, dihapus saja aplikasinya maaf ya abis ga guna juga lemot",1,1,1.3.2,2022-07-21 15:29:03,"Halo kak Roy Hendra terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-04-01 13:54:18,"['loadingnya', 'lama', 'perbaikilah', 'mau', 'profesional', 'tapi', 'ga', 'mampu', ',', 'dihapus', 'saja', 'aplikasinya', 'maaf', 'ya', 'abis', 'ga', 'guna', 'juga', 'lemot']","['loadingnya', 'perbaikilah', 'profesional', 'dihapus', 'aplikasinya', 'maaf', 'abis', 'lemot']","['loadingnya', 'baik', 'profesional', 'hapus', 'aplikasi', 'maaf', 'abis', 'lot']",loadingnya baik profesional hapus aplikasi maaf abis lot
hanya satu bintang yang tau 🤬,1,0,1.3.2,2022-07-21 14:06:04,"Halo kak A_ Ilyaz terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-05-24 15:28:39,"['hanya', 'satu', 'bintang', 'yang', 'tau', '🤬']","['bintang', 'tau', '🤬']","['bintang', 'tau', '']",bintang tau 
"ini aplikasi lokal loh,untuk masuk dengan akun google ajah ada keterangan “internal server error” bahkan pas cantumin email di akun,ada notif “tidak bisa mengirim otp” ? ini buruk banget sih aplikasi lokal tapi hal seperti ini ga cepat-cepat di fix problem nya. jangan tanya jaringan,ini pakai wifi juga sama ajah.",1,71,1.3.2,2022-07-21 13:14:31,"Halo kak Diego, terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya yang Anda alami. Untuk membantu kami memahami kendala yang Anda alami, mohon bantuan Anda untuk menginformasikan kendala yang dimaksud dengan menghubungi kami JakLingko Customer Care pada: Call Center : 021-30200111 WhatsApp : 081260001440",2024-02-21 15:38:15,"['ini', 'aplikasi', 'lokal', 'loh', ',', 'untuk', 'masuk', 'dengan', 'akun', 'google', 'ajah', 'ada', 'keterangan', '“', 'internal', 'server', 'error', '”', 'bahkan', 'pas', 'cantumin', 'email', 'di', 'akun', ',', 'ada', 'notif', '“', 'tidak', 'bisa', 'mengirim', 'otp', '”', '?', 'ini', 'buruk', 'banget', 'sih', 'aplikasi', 'lokal', 'tapi', 'hal', 'seperti', 'ini', 'ga', 'cepat-cepat', 'di', 'fix', 'problem', 'nya', '.', 'jangan', 'tanya', 'jaringan', ',', 'ini', 'pakai', 'wifi', 'juga', 'sama', 'ajah', '.']","['aplikasi', 'lokal', 'loh', 'masuk', 'akun', 'google', 'ajah', 'keterangan', '“', 'internal', 'server', 'error', '”', 'pas', 'cantumin', 'email', 'akun', 'notif', '“', 'mengirim', 'otp', '”', '?', 'buruk', 'banget', 'aplikasi', 'lokal', 'cepat-cepat', 'fix', 'problem', 'jaringan', 'pakai', 'wifi', 'ajah']","['aplikasi', 'lokal', 'loh', 'masuk', 'akun', 'google', 'ajah', 'terang', '', 'internal', 'server', 'error', '', 'pas', 'cantumin', 'email', 'akun', 'notif', '', 'kirim', 'otp', '', '', 'buruk', 'banget', 'aplikasi', 'lokal', 'cepat', 'fix', 'problem', 'jaring', 'pakai', 'wifi', 'ajah']",aplikasi lokal loh masuk akun google ajah terang  internal server error  pas cantumin email akun notif  kirim otp   buruk banget aplikasi lokal cepat fix problem jaring pakai wifi ajah
baik,5,0,1.3.2,2022-07-21 12:40:28,,,['baik'],[],[],
mau registrasi aja dalam perbaikan mulu gabagus udah lemot akses nya . padahal kuota gua ada sinyal kenceng ajelas banget appp,1,1,1.3.2,2022-07-21 12:24:48,"Halo kak Haw Gustian terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-04-11 15:04:24,"['mau', 'registrasi', 'aja', 'dalam', 'perbaikan', 'mulu', 'gabagus', 'udah', 'lemot', 'akses', 'nya', '.', 'padahal', 'kuota', 'gua', 'ada', 'sinyal', 'kenceng', 'ajelas', 'banget', 'appp']","['registrasi', 'perbaikan', 'gabagus', 'lemot', 'akses', 'kuota', 'gua', 'sinyal', 'kenceng', 'ajelas', 'banget', 'appp']","['registrasi', 'baik', 'gabagus', 'lot', 'akses', 'kuota', 'gua', 'sinyal', 'kenceng', 'ajelas', 'banget', 'appp']",registrasi baik gabagus lot akses kuota gua sinyal kenceng ajelas banget appp
